"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
50,"blue-collar","married","primary",0,4108,1,0,"cellular",7,"aug",526,2,-1,0,"unknown",1
47,"blue-collar","married","secondary",0,480,1,0,"unknown",28,"may",211,2,-1,0,"unknown",0
53,"services","married","secondary",0,4994,0,0,"cellular",18,"aug",62,6,-1,0,"unknown",0
53,"technician","divorced","secondary",0,0,1,1,"cellular",15,"jul",135,5,-1,0,"unknown",0
47,"management","married","tertiary",0,3681,0,0,"cellular",14,"aug",101,2,-1,0,"unknown",0
49,"entrepreneur","divorced","unknown",1,-701,1,0,"cellular",30,"jul",988,2,-1,0,"unknown",1
29,"management","married","tertiary",0,451,0,0,"cellular",28,"jan",451,1,-1,0,"unknown",0
45,"blue-collar","divorced","primary",0,-311,1,0,"unknown",23,"may",1030,1,-1,0,"unknown",1
38,"entrepreneur","married","secondary",0,593,1,1,"cellular",24,"jul",1484,24,-1,0,"unknown",1
32,"blue-collar","married","secondary",0,759,1,0,"cellular",9,"apr",317,5,-1,0,"unknown",1
70,"retired","divorced","primary",0,4531,0,0,"cellular",18,"may",445,1,-1,0,"unknown",0
65,"retired","divorced","primary",0,1840,0,0,"cellular",1,"jun",383,2,188,5,"failure",0
56,"blue-collar","married","secondary",0,345,1,0,"telephone",22,"jul",605,1,-1,0,"unknown",0
35,"blue-collar","married","secondary",0,1287,1,0,"cellular",14,"jul",330,2,-1,0,"unknown",0
56,"management","married","unknown",0,353,0,1,"cellular",25,"jul",171,2,-1,0,"unknown",0
56,"technician","married","secondary",0,205,0,1,"cellular",23,"jul",442,2,-1,0,"unknown",0
49,"entrepreneur","married","secondary",0,687,1,0,"cellular",17,"apr",772,1,-1,0,"unknown",1
38,"unemployed","married","primary",0,1147,1,1,"unknown",8,"may",249,5,-1,0,"unknown",0
35,"management","married","tertiary",0,4286,1,0,"unknown",9,"may",357,1,-1,0,"unknown",0
38,"admin.","married","tertiary",0,605,0,0,"cellular",18,"nov",147,2,-1,0,"unknown",0
49,"blue-collar","married","secondary",0,8545,1,1,"cellular",6,"may",199,7,167,1,"failure",0
55,"management","married","unknown",0,559,0,0,"cellular",28,"jan",271,2,-1,0,"unknown",0
43,"blue-collar","single","primary",0,2,1,0,"cellular",30,"jul",783,3,-1,0,"unknown",0
43,"management","married","tertiary",0,2,0,1,"cellular",20,"aug",472,2,-1,0,"unknown",0
25,"admin.","single","tertiary",0,760,1,0,"cellular",27,"may",223,3,89,2,"failure",1
30,"blue-collar","married","primary",0,1317,1,0,"unknown",21,"may",395,2,-1,0,"unknown",0
46,"blue-collar","married","secondary",0,182,0,0,"cellular",4,"feb",56,1,-1,0,"unknown",0
50,"admin.","married","primary",0,276,0,1,"unknown",17,"jun",641,6,-1,0,"unknown",0
35,"entrepreneur","married","secondary",0,2971,0,0,"cellular",4,"may",429,4,164,2,"failure",1
26,"unemployed","single","secondary",0,1064,0,0,"unknown",31,"may",113,1,-1,0,"unknown",0
45,"admin.","married","unknown",0,1783,0,0,"unknown",20,"jun",11,11,-1,0,"unknown",0
37,"blue-collar","married","secondary",0,-67,0,0,"cellular",2,"feb",157,1,-1,0,"unknown",0
60,"self-employed","single","tertiary",0,179,0,1,"cellular",29,"jul",79,4,-1,0,"unknown",0
38,"management","married","tertiary",0,1199,0,0,"cellular",4,"aug",178,1,1,1,"success",1
47,"blue-collar","married","primary",0,214,1,1,"unknown",9,"jun",168,1,-1,0,"unknown",0
33,"technician","married","secondary",0,6699,0,0,"cellular",9,"nov",425,1,462,1,"failure",0
51,"unemployed","married","secondary",0,1760,0,1,"cellular",19,"nov",162,1,-1,0,"unknown",0
35,"entrepreneur","single","tertiary",0,145,1,0,"cellular",18,"jul",799,2,-1,0,"unknown",1
35,"unemployed","married","secondary",0,978,0,0,"cellular",29,"dec",1370,3,209,3,"success",1
48,"admin.","single","secondary",0,1150,1,0,"unknown",28,"may",357,1,-1,0,"unknown",0
37,"admin.","married","secondary",0,121,0,0,"cellular",22,"jul",22,6,-1,0,"unknown",0
29,"technician","single","tertiary",0,828,1,0,"cellular",16,"apr",215,3,321,3,"other",0
34,"admin.","married","secondary",0,244,1,0,"cellular",31,"jul",56,4,-1,0,"unknown",0
32,"services","married","primary",0,228,1,0,"cellular",21,"jul",1017,6,-1,0,"unknown",1
30,"management","single","tertiary",0,424,0,0,"cellular",16,"apr",298,4,-1,0,"unknown",1
47,"management","divorced","tertiary",0,447,0,1,"unknown",7,"may",126,1,-1,0,"unknown",0
33,"blue-collar","married","primary",0,-195,0,0,"unknown",20,"sep",9,1,-1,0,"unknown",0
33,"management","single","tertiary",0,1410,1,0,"cellular",5,"feb",8,1,254,5,"failure",0
63,"retired","married","primary",0,1084,0,0,"cellular",14,"oct",201,1,183,1,"success",0
51,"self-employed","divorced","primary",0,10924,0,0,"cellular",6,"may",106,2,-1,0,"unknown",0
41,"management","married","tertiary",0,832,1,1,"cellular",21,"nov",164,1,176,1,"failure",0
56,"retired","married","tertiary",0,478,0,0,"cellular",5,"feb",97,1,-1,0,"unknown",0
60,"management","single","tertiary",0,0,0,1,"cellular",23,"jul",151,1,-1,0,"unknown",0
41,"self-employed","single","tertiary",0,3950,1,0,"unknown",30,"may",96,2,-1,0,"unknown",0
37,"management","single","unknown",0,504,1,0,"cellular",16,"apr",555,1,-1,0,"unknown",0
36,"blue-collar","single","secondary",0,219,1,1,"cellular",11,"may",270,2,347,1,"failure",0
57,"management","married","tertiary",0,1602,0,0,"cellular",29,"jul",339,3,-1,0,"unknown",0
55,"management","married","primary",0,2587,0,0,"cellular",4,"sep",328,2,94,2,"success",1
44,"admin.","married","secondary",0,0,1,1,"unknown",16,"may",159,1,-1,0,"unknown",0
47,"self-employed","married","tertiary",0,2303,1,0,"cellular",6,"may",323,2,364,1,"failure",0
31,"blue-collar","married","secondary",0,1660,1,0,"cellular",20,"apr",342,1,-1,0,"unknown",0
35,"management","married","tertiary",1,32,1,0,"cellular",21,"nov",180,1,-1,0,"unknown",0
39,"management","married","tertiary",0,278,0,1,"cellular",28,"jul",60,3,-1,0,"unknown",0
50,"management","married","tertiary",0,4,0,0,"cellular",17,"nov",223,1,96,2,"failure",0
29,"management","married","tertiary",0,318,1,0,"cellular",18,"may",1434,2,356,4,"failure",0
30,"services","single","secondary",0,209,1,0,"unknown",6,"may",30,2,-1,0,"unknown",0
46,"services","married","secondary",0,271,1,0,"unknown",16,"may",134,4,-1,0,"unknown",0
27,"management","single","unknown",0,3196,0,0,"cellular",9,"feb",10,2,-1,0,"unknown",0
48,"admin.","divorced","secondary",0,4099,0,0,"cellular",2,"apr",397,2,-1,0,"unknown",1
26,"student","single","secondary",0,2572,1,0,"cellular",5,"may",620,1,-1,0,"unknown",0
36,"management","single","tertiary",0,339,0,0,"cellular",21,"nov",6,6,-1,0,"unknown",0
42,"blue-collar","married","primary",0,0,1,1,"cellular",7,"may",209,2,-1,0,"unknown",0
50,"housemaid","married","primary",0,395,1,0,"unknown",15,"may",419,2,-1,0,"unknown",0
49,"blue-collar","married","secondary",0,2039,1,0,"cellular",18,"nov",283,2,-1,0,"unknown",0
45,"management","married","tertiary",0,5450,0,0,"cellular",8,"aug",188,2,-1,0,"unknown",0
23,"student","single","secondary",0,780,0,0,"cellular",16,"sep",267,1,-1,0,"unknown",0
38,"technician","single","secondary",0,0,1,0,"cellular",7,"apr",196,2,-1,0,"unknown",0
32,"management","single","tertiary",0,8436,1,0,"cellular",17,"apr",245,1,149,2,"failure",0
60,"technician","single","primary",0,11262,0,0,"cellular",26,"aug",323,1,-1,0,"unknown",1
30,"entrepreneur","married","secondary",0,946,1,0,"cellular",19,"nov",1065,1,183,1,"other",0
58,"housemaid","married","tertiary",0,497,0,0,"unknown",11,"jun",138,5,-1,0,"unknown",0
60,"retired","married","primary",0,55,0,0,"cellular",4,"jun",207,1,-1,0,"unknown",0
38,"services","married","secondary",0,-140,0,0,"unknown",25,"jun",456,3,-1,0,"unknown",0
51,"technician","married","secondary",0,-379,1,0,"cellular",5,"aug",261,1,-1,0,"unknown",0
42,"admin.","married","secondary",0,-396,1,0,"cellular",11,"may",80,1,308,4,"failure",0
30,"services","single","secondary",0,0,1,0,"cellular",18,"may",131,6,363,9,"failure",0
40,"management","married","primary",0,733,1,0,"unknown",6,"jun",94,7,-1,0,"unknown",0
37,"management","married","tertiary",0,393,1,0,"cellular",14,"may",567,3,275,4,"failure",1
53,"technician","divorced","primary",0,7290,1,0,"unknown",30,"may",153,1,-1,0,"unknown",0
27,"services","single","secondary",0,468,1,0,"cellular",13,"may",109,1,-1,0,"unknown",0
39,"blue-collar","married","secondary",0,0,1,0,"cellular",30,"apr",53,1,325,1,"failure",0
39,"blue-collar","married","primary",0,3705,1,0,"unknown",16,"jun",77,1,-1,0,"unknown",0
59,"retired","married","tertiary",0,9676,0,0,"telephone",27,"mar",234,2,-1,0,"unknown",1
37,"services","married","secondary",0,1328,1,0,"telephone",13,"may",121,2,341,4,"failure",0
41,"blue-collar","married","primary",0,8,1,0,"cellular",15,"jul",155,2,-1,0,"unknown",0
45,"blue-collar","married","primary",0,61,0,0,"cellular",17,"apr",108,1,-1,0,"unknown",0
48,"management","married","tertiary",0,6613,0,0,"unknown",17,"jun",159,3,-1,0,"unknown",0
48,"technician","married","secondary",0,302,1,0,"unknown",26,"may",208,3,-1,0,"unknown",0
32,"blue-collar","married","secondary",0,1005,0,0,"cellular",12,"may",215,1,-1,0,"unknown",0
35,"services","married","secondary",0,109,1,0,"unknown",6,"may",597,3,-1,0,"unknown",0
33,"management","single","tertiary",0,1240,1,0,"cellular",4,"feb",505,2,260,1,"other",0
28,"blue-collar","single","primary",0,0,1,1,"unknown",3,"jun",380,4,-1,0,"unknown",0
64,"retired","married","unknown",0,2923,0,0,"cellular",12,"mar",120,1,-1,0,"unknown",0
35,"technician","married","secondary",0,0,0,0,"cellular",27,"aug",106,4,-1,0,"unknown",0
33,"blue-collar","married","secondary",0,43,1,0,"cellular",14,"may",332,2,358,2,"failure",0
41,"technician","married","secondary",0,288,1,0,"unknown",15,"may",221,4,-1,0,"unknown",0
34,"admin.","married","secondary",0,613,1,0,"cellular",4,"jun",80,1,-1,0,"unknown",0
37,"technician","single","tertiary",0,6101,0,0,"cellular",4,"may",60,5,87,1,"success",0
38,"blue-collar","married","primary",0,168,1,1,"telephone",13,"may",212,3,-1,0,"unknown",0
39,"blue-collar","married","primary",0,7685,1,0,"cellular",14,"apr",493,3,-1,0,"unknown",0
35,"technician","divorced","tertiary",0,4515,1,0,"cellular",19,"nov",98,2,-1,0,"unknown",0
28,"blue-collar","single","secondary",0,517,0,1,"cellular",8,"jul",681,1,-1,0,"unknown",1
27,"blue-collar","single","secondary",0,148,0,0,"cellular",22,"jul",203,1,-1,0,"unknown",0
48,"retired","married","primary",1,-285,0,1,"cellular",19,"nov",157,1,-1,0,"unknown",0
50,"blue-collar","married","secondary",0,887,0,0,"unknown",16,"jun",287,1,-1,0,"unknown",0
45,"self-employed","married","secondary",0,3098,1,0,"cellular",7,"aug",159,2,-1,0,"unknown",0
41,"technician","married","tertiary",0,744,1,0,"unknown",14,"may",125,1,-1,0,"unknown",0
39,"technician","married","secondary",0,130,0,0,"cellular",8,"jul",202,2,-1,0,"unknown",0
44,"management","married","secondary",0,438,1,0,"telephone",8,"may",37,3,303,1,"failure",0
54,"admin.","married","secondary",0,0,0,0,"cellular",28,"jan",161,1,98,2,"failure",1
49,"management","married","tertiary",0,322,0,0,"cellular",6,"aug",72,4,-1,0,"unknown",0
34,"blue-collar","single","secondary",0,186,0,0,"cellular",2,"feb",342,1,-1,0,"unknown",0
75,"retired","divorced","tertiary",0,3810,1,0,"cellular",16,"nov",262,1,183,1,"failure",1
42,"management","married","tertiary",0,0,0,0,"cellular",13,"aug",325,2,-1,0,"unknown",0
53,"blue-collar","married","secondary",0,4380,0,0,"telephone",19,"aug",223,7,-1,0,"unknown",0
49,"management","divorced","tertiary",0,755,0,0,"cellular",31,"jul",1212,4,-1,0,"unknown",1
31,"services","single","secondary",0,2070,0,0,"cellular",29,"aug",319,2,-1,0,"unknown",0
45,"blue-collar","single","primary",0,999,0,0,"cellular",29,"jan",182,2,-1,0,"unknown",0
39,"self-employed","married","secondary",0,167,1,1,"cellular",17,"jul",330,1,-1,0,"unknown",0
46,"technician","married","secondary",0,1322,1,1,"cellular",19,"nov",514,1,-1,0,"unknown",0
42,"admin.","divorced","secondary",0,1076,1,0,"unknown",14,"may",213,1,-1,0,"unknown",0
37,"management","married","tertiary",0,502,1,0,"cellular",7,"may",551,1,351,1,"failure",0
26,"technician","single","tertiary",0,1216,1,0,"cellular",16,"apr",472,2,-1,0,"unknown",0
37,"management","single","tertiary",0,876,1,0,"cellular",15,"apr",140,4,327,2,"failure",0
36,"services","single","secondary",0,342,1,0,"unknown",7,"may",142,1,-1,0,"unknown",0
29,"blue-collar","single","primary",0,950,1,0,"unknown",4,"jun",135,3,-1,0,"unknown",0
36,"blue-collar","married","primary",0,973,1,1,"unknown",23,"may",293,1,-1,0,"unknown",0
26,"technician","married","tertiary",0,3825,1,0,"unknown",13,"may",107,1,-1,0,"unknown",0
32,"blue-collar","married","secondary",0,2366,1,0,"unknown",20,"may",127,2,-1,0,"unknown",0
40,"management","married","tertiary",0,542,1,0,"cellular",20,"nov",1816,1,-1,0,"unknown",0
53,"management","married","primary",0,995,0,0,"cellular",4,"feb",200,3,-1,0,"unknown",0
29,"management","married","tertiary",0,20,1,0,"cellular",12,"may",418,1,-1,0,"unknown",0
34,"technician","single","tertiary",0,228,1,0,"cellular",22,"jul",387,4,-1,0,"unknown",0
43,"blue-collar","married","secondary",0,130,0,0,"cellular",5,"may",156,1,337,3,"failure",0
56,"management","married","tertiary",0,217,0,1,"cellular",21,"jul",121,2,-1,0,"unknown",0
55,"entrepreneur","divorced","tertiary",0,0,0,0,"unknown",6,"jun",108,2,-1,0,"unknown",0
31,"self-employed","married","tertiary",0,259,1,0,"cellular",7,"may",47,1,-1,0,"unknown",0
27,"admin.","single","secondary",0,619,1,0,"cellular",20,"apr",16,5,322,4,"other",0
36,"management","married","secondary",0,644,1,0,"cellular",18,"nov",54,2,-1,0,"unknown",0
44,"management","married","tertiary",0,22,1,0,"cellular",6,"aug",265,2,-1,0,"unknown",0
37,"admin.","divorced","tertiary",0,4303,1,0,"unknown",23,"may",168,1,-1,0,"unknown",0
30,"admin.","single","secondary",0,239,1,0,"cellular",7,"may",115,3,-1,0,"unknown",0
42,"technician","single","secondary",0,275,0,0,"cellular",26,"aug",31,8,-1,0,"unknown",0
30,"management","married","tertiary",0,1221,1,0,"telephone",25,"jul",279,4,-1,0,"unknown",1
62,"retired","married","secondary",0,816,0,0,"cellular",1,"sep",28,2,-1,0,"unknown",0
24,"blue-collar","married","secondary",0,1222,1,0,"cellular",20,"apr",369,1,-1,0,"unknown",0
31,"technician","married","secondary",0,2363,1,0,"unknown",13,"may",247,1,-1,0,"unknown",0
66,"retired","married","tertiary",0,2262,0,0,"cellular",22,"apr",155,1,-1,0,"unknown",0
47,"admin.","married","secondary",0,2,0,0,"cellular",10,"jul",89,1,-1,0,"unknown",0
39,"entrepreneur","married","tertiary",0,2,1,0,"cellular",17,"nov",180,1,-1,0,"unknown",0
35,"technician","married","secondary",0,4508,1,0,"cellular",18,"nov",854,1,-1,0,"unknown",1
35,"admin.","divorced","secondary",0,-402,1,0,"cellular",17,"apr",46,1,-1,0,"unknown",0
27,"technician","married","secondary",0,1577,1,1,"unknown",28,"may",266,2,-1,0,"unknown",0
32,"blue-collar","married","secondary",0,34,1,0,"cellular",5,"may",321,2,-1,0,"unknown",0
44,"management","married","tertiary",0,795,0,0,"cellular",28,"aug",99,24,-1,0,"unknown",0
42,"blue-collar","married","secondary",0,117,1,0,"unknown",9,"may",147,1,-1,0,"unknown",0
34,"self-employed","single","tertiary",0,5462,0,0,"cellular",30,"apr",430,1,-1,0,"unknown",1
25,"services","single","secondary",0,402,0,1,"cellular",7,"jul",264,1,-1,0,"unknown",0
40,"technician","single","secondary",0,641,0,0,"cellular",16,"jul",156,6,-1,0,"unknown",0
43,"management","divorced","tertiary",0,36,0,0,"cellular",26,"may",118,1,102,2,"failure",0
55,"unemployed","married","tertiary",0,383,0,0,"unknown",6,"may",343,3,-1,0,"unknown",0
50,"blue-collar","married","secondary",0,283,1,0,"cellular",7,"aug",226,3,-1,0,"unknown",0
45,"management","divorced","tertiary",0,0,0,0,"unknown",1,"jun",5,1,-1,0,"unknown",0
35,"blue-collar","divorced","secondary",0,3102,1,0,"cellular",20,"nov",138,1,-1,0,"unknown",0
32,"blue-collar","married","secondary",0,889,1,0,"cellular",10,"sep",185,1,99,5,"success",1
59,"housemaid","married","secondary",0,0,0,0,"telephone",3,"feb",722,1,99,4,"failure",0
34,"self-employed","married","secondary",0,-370,1,0,"unknown",21,"may",748,1,-1,0,"unknown",0
39,"management","married","tertiary",0,-606,1,0,"unknown",26,"may",142,1,-1,0,"unknown",0
40,"management","single","secondary",0,10378,1,0,"cellular",17,"nov",523,3,-1,0,"unknown",0
36,"blue-collar","single","primary",0,1313,1,0,"unknown",20,"jun",8,10,-1,0,"unknown",0
40,"management","married","tertiary",0,8969,1,0,"cellular",17,"nov",153,1,-1,0,"unknown",0
55,"self-employed","married","secondary",0,-196,1,0,"unknown",20,"may",210,2,-1,0,"unknown",0
38,"entrepreneur","married","secondary",1,15,1,0,"cellular",10,"jul",121,1,-1,0,"unknown",0
61,"admin.","married","secondary",0,4608,0,0,"cellular",12,"mar",212,1,-1,0,"unknown",1
41,"management","married","tertiary",0,666,1,0,"unknown",21,"may",253,3,-1,0,"unknown",0
57,"blue-collar","married","primary",0,452,1,0,"unknown",13,"may",139,4,-1,0,"unknown",0
48,"blue-collar","married","secondary",0,149,1,0,"unknown",9,"may",71,1,-1,0,"unknown",0
77,"retired","married","tertiary",0,7802,0,0,"telephone",4,"may",421,1,92,2,"success",1
35,"services","married","secondary",0,1453,1,0,"unknown",28,"may",199,1,-1,0,"unknown",0
54,"blue-collar","married","secondary",0,1480,1,0,"unknown",14,"may",108,1,-1,0,"unknown",0
37,"management","single","unknown",0,715,1,0,"unknown",20,"may",247,2,-1,0,"unknown",0
56,"management","single","secondary",0,237,1,0,"telephone",9,"jul",236,4,-1,0,"unknown",0
40,"technician","married","secondary",0,694,1,0,"cellular",4,"feb",97,4,196,5,"failure",0
40,"management","married","tertiary",0,0,0,0,"cellular",14,"jul",109,8,-1,0,"unknown",0
54,"management","married","tertiary",0,55,1,0,"cellular",2,"jun",112,2,-1,0,"unknown",0
55,"housemaid","married","primary",0,136,1,0,"unknown",19,"jun",15,10,-1,0,"unknown",0
55,"services","divorced","secondary",1,-404,1,0,"cellular",22,"jul",502,3,-1,0,"unknown",0
52,"blue-collar","married","primary",0,779,1,0,"unknown",16,"may",30,3,-1,0,"unknown",0
55,"blue-collar","single","primary",0,1187,1,0,"unknown",2,"jun",193,2,-1,0,"unknown",0
33,"management","married","tertiary",0,641,1,0,"cellular",13,"aug",347,2,-1,0,"unknown",0
52,"blue-collar","married","unknown",0,826,1,0,"unknown",15,"may",468,2,-1,0,"unknown",0
33,"services","divorced","secondary",0,991,1,0,"unknown",27,"may",148,1,-1,0,"unknown",0
53,"admin.","married","secondary",0,1796,0,0,"telephone",16,"mar",295,1,91,2,"success",1
46,"admin.","married","secondary",0,22,0,0,"cellular",26,"aug",388,6,-1,0,"unknown",1
44,"technician","single","secondary",0,244,1,0,"cellular",12,"aug",1735,4,-1,0,"unknown",1
48,"management","divorced","tertiary",0,1328,1,0,"unknown",6,"may",339,1,-1,0,"unknown",0
50,"housemaid","married","secondary",0,7317,1,0,"cellular",13,"may",172,1,370,1,"failure",0
34,"technician","single","secondary",0,4943,1,1,"cellular",19,"nov",117,2,-1,0,"unknown",0
38,"technician","single","secondary",0,258,0,1,"unknown",20,"jun",587,2,-1,0,"unknown",0
42,"management","single","tertiary",0,515,1,0,"cellular",19,"nov",501,2,-1,0,"unknown",0
32,"management","single","tertiary",0,12607,0,0,"cellular",14,"aug",203,5,84,1,"failure",0
58,"admin.","married","secondary",0,2,1,1,"telephone",25,"jul",282,9,-1,0,"unknown",0
31,"management","married","tertiary",0,13,0,0,"cellular",28,"aug",110,5,-1,0,"unknown",0
